coffee_H_mean,coffee_H_std,coffee_S_mean,coffee_S_std,coffee_V_mean,coffee_V_std,coffee_L_mean,coffee_L_std,coffee_A_mean,coffee_A_std,coffee_Bl_mean,coffee_Bl_std,coffee_grey_mean,coffee_grey_std,flash,agtron
25.143,56.881,16.762,35.339,13.151,30.731,11.144,28.383,129.253,3.175,128.207,3.348,11.143,27.337,0,Agtron 25
21.351,51.806,15.935,34.434,12.752,30.099,10.903,28.002,129.072,2.906,128.27,3.383,10.914,26.962,0,Agtron 25
22.766,54.23,16.432,34.738,13.293,30.686,11.405,28.644,129.167,3.009,128.277,3.204,11.386,27.579,0,Agtron 25
23.935,55.379,16.323,34.582,13.249,30.569,11.352,28.51,129.162,3.014,128.258,3.254,11.35,27.44,0,Agtron 25
23.961,55.835,16.113,34.378,12.975,30.317,11.108,28.299,129.125,2.987,128.273,3.176,11.138,27.252,0,Agtron 25
29.33,58.724,15.568,32.153,12.244,29.483,10.439,27.737,128.984,2.794,127.845,2.952,10.591,26.774,0,Agtron 25
27.21,57.136,14.427,31.045,12.15,29.442,10.494,27.844,128.865,2.659,128.017,3.0,10.615,26.853,0,Agtron 25
28.435,58.082,14.278,30.272,12.216,29.485,10.572,27.948,128.85,2.612,127.956,2.987,10.7,26.962,0,Agtron 25
27.485,56.996,15.048,32.214,12.534,29.904,10.807,28.266,128.895,2.712,128.009,3.076,10.914,27.242,0,Agtron 25
28.392,58.501,14.969,31.633,12.596,30.15,10.843,28.35,128.932,2.751,128.06,3.258,10.95,27.291,0,Agtron 25
27.248,57.552,15.291,32.24,12.739,30.275,10.976,28.492,128.966,2.766,128.096,3.244,11.058,27.421,0,Agtron 25
26.144,55.949,14.404,31.244,11.971,29.073,10.318,27.526,128.851,2.64,128.023,2.97,10.444,26.543,0,Agtron 25
27.172,57.22,15.023,31.897,12.331,29.622,10.621,28.066,128.907,2.694,128.005,2.946,10.734,27.049,0,Agtron 25
17.847,48.775,20.092,42.043,14.734,32.441,12.341,29.493,129.465,3.486,128.916,3.872,12.167,28.223,0,Agtron 35
17.947,48.56,20.355,42.672,14.71,32.56,12.294,29.582,129.47,3.485,128.923,3.951,12.131,28.3,0,Agtron 35
16.605,46.964,19.555,42.348,13.811,31.512,11.527,28.719,129.356,3.396,128.875,3.835,11.416,27.536,0,Agtron 35
16.709,46.772,19.898,42.827,14.214,32.07,11.856,29.123,129.411,3.494,128.922,3.982,11.716,27.899,0,Agtron 35
16.871,46.916,19.775,41.977,14.134,31.901,11.8,29.011,129.408,3.421,128.849,3.855,11.665,27.809,0,Agtron 35
16.636,46.415,21.381,45.303,14.884,33.259,12.262,29.83,129.583,3.821,129.055,4.302,12.068,28.511,0,Agtron 35
16.228,46.079,21.034,45.253,14.713,32.985,12.153,29.654,129.529,3.746,129.1,4.27,11.972,28.365,0,Agtron 35
