coffee_H_mean,coffee_H_std,coffee_S_mean,coffee_S_std,coffee_V_mean,coffee_V_std,coffee_L_mean,coffee_L_std,coffee_A_mean,coffee_A_std,coffee_Bl_mean,coffee_Bl_std,coffee_grey_mean,coffee_grey_std,flash,agtron
23.85,56.139,16.458,35.256,10.536,22.909,8.538,19.48,129.237,3.154,128.216,3.226,8.639,18.807,0,Agtron 25
20.107,50.974,15.641,34.353,10.198,22.346,8.342,19.153,129.065,2.884,128.271,3.275,8.457,18.504,0,Agtron 25
21.532,53.472,16.166,34.687,10.672,22.886,8.774,19.748,129.158,2.989,128.28,3.106,8.858,19.049,0,Agtron 25
22.679,54.641,16.035,34.505,10.623,22.826,8.714,19.647,129.152,2.992,128.256,3.148,8.819,18.963,0,Agtron 25
22.682,55.08,15.814,34.279,10.34,22.404,8.467,19.3,129.111,2.937,128.269,3.057,8.604,18.653,0,Agtron 25
27.91,58.028,15.263,32.074,9.538,20.868,7.731,18.049,128.969,2.777,127.854,2.836,7.989,17.546,0,Agtron 25
25.932,56.505,14.127,30.933,9.473,20.869,7.804,18.203,128.859,2.641,128.014,2.883,8.032,17.652,0,Agtron 25
27.108,57.465,13.984,30.163,9.501,20.772,7.841,18.151,128.845,2.596,127.956,2.875,8.077,17.612,0,Agtron 25
26.155,56.346,14.746,32.131,9.8,21.311,8.061,18.606,128.89,2.697,128.011,2.966,8.276,18.007,0,Agtron 25
27.028,57.855,14.605,31.443,9.85,21.776,8.093,18.915,128.921,2.73,128.049,3.111,8.311,18.278,0,Agtron 25
25.901,56.871,14.957,32.092,9.998,21.99,8.223,19.129,128.955,2.748,128.088,3.115,8.416,18.467,0,Agtron 25
24.912,55.332,14.131,31.158,9.343,20.638,7.666,17.959,128.848,2.624,128.018,2.858,7.9,17.437,0,Agtron 25
25.855,56.58,14.719,31.797,9.587,21.044,7.858,18.38,128.901,2.677,128.005,2.831,8.083,17.818,0,Agtron 25
16.716,47.882,19.806,42.01,12.205,25.896,9.791,21.674,129.456,3.466,128.897,3.778,9.724,20.703,0,Agtron 35
16.795,47.648,20.017,42.608,12.102,25.852,9.675,21.621,129.455,3.458,128.897,3.843,9.624,20.652,0,Agtron 35
15.498,46.052,19.261,42.285,11.263,24.532,8.959,20.405,129.346,3.372,128.855,3.73,8.956,19.557,0,Agtron 35
15.57,45.817,19.579,42.738,11.62,25.135,9.25,20.876,129.396,3.455,128.898,3.867,9.219,19.978,0,Agtron 35
15.813,46.075,19.491,41.94,11.601,25.041,9.25,20.848,129.398,3.394,128.832,3.76,9.22,19.963,0,Agtron 35
15.442,45.365,21.032,45.217,12.225,26.554,9.601,21.784,129.561,3.756,129.03,4.199,9.52,20.763,0,Agtron 35
15.123,45.137,20.719,45.204,12.107,26.275,9.536,21.575,129.514,3.711,129.079,4.176,9.464,20.577,0,Agtron 35
14.965,44.707,21.199,46.024,12.478,26.935,9.834,22.105,129.563,3.805,129.143,4.346,9.725,21.038,0,Agtron 35
14.331,43.577,21.121,46.275,12.202,26.567,9.598,21.776,129.534,3.741,129.13,4.309,9.502,20.74,0,Agtron 35
14.464,43.668,20.837,45.695,12.182,26.458,9.588,21.681,129.506,3.739,129.116,4.284,9.514,20.654,0,Agtron 35
14.555,44.284,21.014,46.028,12.238,26.46,9.662,21.798,129.512,3.705,129.137,4.219,9.574,20.764,0,Agtron 35
13.318,41.131,23.743,51.795,14.375,30.698,11.366,24.94,129.797,4.288,129.733,5.715,10.998,23.457,0,Agtron 45
13.537,41.018,24.032,51.512,14.463,30.605,11.408,24.867,129.825,4.294,129.647,5.634,11.063,23.407,0,Agtron 45
13.129,40.66,24.442,52.684,14.777,31.315,11.648,25.361,129.881,4.408,129.802,5.853,11.248,23.832,0,Agtron 45
13.0,39.804,24.422,52.286,14.484,30.552,11.416,24.836,129.811,4.279,129.689,5.639,11.079,23.372,0,Agtron 45
12.773,39.667,24.436,52.495,14.839,31.18,11.737,25.36,129.855,4.349,129.766,5.77,11.344,23.84,0,Agtron 45
12.92,39.741,23.805,51.834,14.407,30.914,11.374,25.127,129.8,4.307,129.665,5.729,11.011,23.626,0,Agtron 45
12.193,38.885,24.041,52.345,14.956,31.925,11.85,25.968,129.868,4.417,129.818,5.867,11.417,24.378,0,Agtron 45
12.814,40.382,23.618,51.596,14.559,31.49,11.517,25.613,129.828,4.357,129.734,5.821,11.123,24.059,0,Agtron 45
12.191,38.997,23.859,52.071,14.286,30.993,11.236,25.091,129.842,4.357,129.725,5.756,10.848,23.58,0,Agtron 45
12.164,39.184,24.321,52.746,14.281,30.826,11.168,24.831,129.887,4.434,129.748,5.782,10.794,23.349,0,Agtron 45
12.165,38.708,25.806,55.735,16.186,34.549,12.722,27.851,130.115,4.846,130.211,6.813,12.139,26.017,0,Agtron 55
12.101,38.653,25.311,55.05,15.648,33.578,12.262,27.015,130.076,4.789,130.087,6.565,11.737,25.278,0,Agtron 55
11.952,38.494,25.066,55.106,15.596,33.802,12.23,27.185,130.047,4.805,130.115,6.644,11.699,25.416,0,Agtron 55
11.9,37.77,24.951,54.743,15.469,33.466,12.168,27.015,130.0,4.7,130.058,6.593,11.64,25.262,0,Agtron 55
12.337,39.496,25.537,55.365,15.986,34.289,12.57,27.687,130.094,4.813,130.172,6.695,12.013,25.882,0,Agtron 55
11.522,36.675,25.39,55.155,16.17,34.477,12.798,27.99,130.016,4.695,130.202,6.776,12.219,26.142,0,Agtron 55
11.926,37.116,25.699,55.436,16.551,35.023,13.088,28.399,130.079,4.792,130.249,6.85,12.484,26.513,0,Agtron 55
12.294,38.218,25.901,55.21,16.62,35.002,13.17,28.452,130.071,4.72,130.26,6.85,12.568,26.561,0,Agtron 55
11.946,37.259,25.972,56.076,16.736,35.501,13.266,28.826,130.064,4.767,130.341,7.075,12.641,26.882,0,Agtron 55
12.355,37.578,26.628,57.99,17.257,36.768,13.651,29.632,130.103,4.935,130.647,7.924,12.931,27.529,0,Agtron 65
12.249,37.018,26.489,57.245,17.51,37.022,13.982,30.13,130.029,4.753,130.638,7.843,13.251,28.003,0,Agtron 65
