23.866,56.165,16.615,35.3,10.563,22.561,8.693,18.623,0,Agtron 25
20.114,50.986,15.792,34.398,10.197,21.881,8.489,18.249,0,Agtron 25
21.536,53.497,16.233,34.582,10.592,22.183,8.829,18.609,0,Agtron 25
22.679,54.661,16.11,34.411,10.545,22.125,8.792,18.53,0,Agtron 25
22.692,55.107,15.899,34.21,10.277,21.765,8.587,18.258,0,Agtron 25
27.916,58.051,15.316,31.929,9.432,19.971,7.942,16.992,0,Agtron 25
25.912,56.511,14.17,30.782,9.337,19.902,7.957,17.028,0,Agtron 25
27.106,57.484,14.039,30.017,9.397,19.904,8.032,17.09,0,Agtron 25
26.128,56.339,14.792,31.979,9.679,20.388,8.218,17.434,0,Agtron 25
27.02,57.858,14.711,31.375,9.795,21.071,8.305,17.865,0,Agtron 25
25.907,56.887,15.037,31.987,9.928,21.237,8.403,18.04,0,Agtron 25
24.88,55.323,14.16,30.978,9.205,19.644,7.828,16.823,0,Agtron 25
25.843,56.58,14.772,31.643,9.475,20.101,8.034,17.24,0,Agtron 25
16.73,47.906,19.881,41.95,12.213,25.618,9.757,20.532,0,Agtron 35
16.819,47.671,20.138,42.598,12.189,25.766,9.721,20.634,0,Agtron 35
15.512,46.071,19.387,42.293,11.322,24.374,9.032,19.492,0,Agtron 35
15.583,45.835,19.711,42.761,11.667,24.945,9.281,19.861,0,Agtron 35
15.853,46.139,19.612,41.943,11.652,24.882,9.283,19.859,0,Agtron 35
15.504,45.439,21.203,45.276,12.339,26.51,9.635,20.751,0,Agtron 35
15.167,45.201,20.878,45.252,12.196,26.206,9.555,20.521,0,Agtron 35
15.024,44.795,21.354,46.065,12.556,26.818,9.808,20.951,0,Agtron 35
14.394,43.678,21.283,46.328,12.294,26.517,9.595,20.708,0,Agtron 35
14.523,43.754,21.02,45.765,12.304,26.475,9.632,20.677,0,Agtron 35
14.622,44.382,21.189,46.087,12.37,26.49,9.7,20.792,0,Agtron 35
13.413,41.282,24.009,51.907,14.575,30.836,11.184,23.619,0,Agtron 45
13.634,41.16,24.313,51.63,14.696,30.824,11.275,23.632,0,Agtron 45
13.222,40.798,24.723,52.8,15.007,31.522,11.459,24.056,0,Agtron 45
13.08,39.928,24.696,52.413,14.672,30.658,11.255,23.512,0,Agtron 45
12.862,39.804,24.701,52.601,15.056,31.36,11.545,24.043,0,Agtron 45
13.008,39.874,24.125,52.001,14.644,31.12,11.225,23.84,0,Agtron 45
12.307,39.059,24.437,52.574,15.315,32.421,11.724,24.806,0,Agtron 45
12.933,40.527,24.116,51.894,15.055,32.234,11.545,24.724,0,Agtron 45
12.287,39.147,24.209,52.259,14.598,31.43,11.117,23.96,0,Agtron 45
12.289,39.366,24.753,52.986,14.714,31.512,11.162,23.954,0,Agtron 45
12.283,38.805,26.454,56.11,16.86,35.483,12.715,26.901,0,Agtron 55
12.204,38.72,25.983,55.458,16.338,34.549,12.327,26.196,0,Agtron 55
12.038,38.54,25.709,55.512,16.227,34.677,12.236,26.236,0,Agtron 55
11.997,37.838,25.577,55.119,16.113,34.372,12.194,26.134,0,Agtron 55
12.458,39.567,26.21,55.764,16.721,35.269,12.653,26.859,0,Agtron 55
11.615,36.747,25.962,55.462,16.768,35.284,12.737,26.917,0,Agtron 55
12.014,37.182,26.261,55.757,17.087,35.707,12.943,27.152,0,Agtron 55
