24.056,56.344,16.727,35.421,10.866,23.46,8.942,19.328,0,Agtron 25
20.301,51.188,15.908,34.522,10.498,22.802,8.738,18.967,0,Agtron 25
21.68,53.641,16.307,34.65,10.836,22.9,9.036,19.199,0,Agtron 25
22.837,54.806,16.194,34.487,10.817,22.914,9.026,19.197,0,Agtron 25
22.886,55.277,16.007,34.314,10.63,22.795,8.892,19.137,0,Agtron 25
28.195,58.239,15.425,32.023,9.899,21.376,8.363,18.3,0,Agtron 25
26.048,56.615,14.247,30.86,9.593,20.732,8.179,17.729,0,Agtron 25
27.232,57.576,14.097,30.075,9.614,20.605,8.221,17.687,0,Agtron 25
26.264,56.437,14.855,32.028,9.933,21.163,8.444,18.128,0,Agtron 25
27.168,57.96,14.782,31.442,10.057,21.856,8.536,18.559,0,Agtron 25
26.054,56.988,15.097,32.033,10.203,22.02,8.653,18.778,0,Agtron 25
25.002,55.413,14.222,31.032,9.44,20.401,8.036,17.49,0,Agtron 25
25.964,56.665,14.826,31.68,9.709,20.819,8.243,17.895,0,Agtron 25
16.874,48.032,19.971,42.0,12.571,26.456,10.078,21.352,0,Agtron 35
16.938,47.78,20.219,42.641,12.502,26.5,10.001,21.35,0,Agtron 35
15.673,46.223,19.482,42.338,11.721,25.359,9.389,20.457,0,Agtron 35
15.742,45.981,19.802,42.802,12.059,25.885,9.633,20.791,0,Agtron 35
16.006,46.284,19.695,41.983,12.002,25.737,9.595,20.684,0,Agtron 35
15.709,45.64,21.309,45.317,12.787,27.507,10.036,21.753,0,Agtron 35
15.332,45.372,20.979,45.291,12.618,27.165,9.932,21.475,0,Agtron 35
15.204,44.977,21.456,46.1,12.994,27.777,10.201,21.921,0,Agtron 35
14.569,43.866,21.378,46.361,12.708,27.441,9.966,21.64,0,Agtron 35
14.699,43.941,21.113,45.798,12.691,27.348,9.976,21.542,0,Agtron 35
14.817,44.581,21.286,46.119,12.804,27.448,10.09,21.766,0,Agtron 35
13.498,41.406,24.034,51.897,14.73,31.131,11.321,23.913,0,Agtron 45
13.71,41.278,24.315,51.607,14.804,31.025,11.373,23.839,0,Agtron 45
13.292,40.907,24.725,52.778,15.113,31.712,11.555,24.254,0,Agtron 45
13.2,40.098,24.772,52.43,14.934,31.167,11.482,24.004,0,Agtron 45
12.92,39.897,24.697,52.577,15.142,31.513,11.624,24.205,0,Agtron 45
13.104,40.018,24.165,52.002,14.823,31.465,11.381,24.172,0,Agtron 45
12.338,39.136,24.322,52.469,15.228,32.212,11.66,24.649,0,Agtron 45
12.975,40.615,24.018,51.802,14.996,32.088,11.504,24.618,0,Agtron 45
12.346,39.26,24.116,52.155,14.578,31.341,11.112,23.926,0,Agtron 45
12.31,39.432,24.604,52.849,14.581,31.191,11.062,23.703,0,Agtron 45
12.286,38.856,26.218,55.944,16.602,34.968,12.513,26.474,0,Agtron 55
12.237,38.804,25.808,55.315,16.207,34.248,12.233,25.982,0,Agtron 55
12.07,38.62,25.543,55.373,16.11,34.407,12.154,26.047,0,Agtron 55
12.039,37.932,25.42,54.985,16.014,34.133,12.128,25.974,0,Agtron 55
12.51,39.663,26.055,55.635,16.649,35.073,12.613,26.758,0,Agtron 55
11.634,36.815,25.764,55.306,16.582,34.896,12.597,26.614,0,Agtron 55
12.046,37.261,26.109,55.627,16.981,35.468,12.869,26.986,0,Agtron 55
12.413,38.344,26.351,55.434,17.111,35.535,13.008,27.133,0,Agtron 55
12.077,37.409,26.466,56.341,17.241,36.041,13.087,27.444,0,Agtron 55
12.55,37.798,27.257,58.337,17.99,37.652,13.569,28.427,0,Agtron 65
12.458,37.273,27.124,57.604,18.207,37.806,13.855,28.779,0,Agtron 65
11.012,34.268,25.643,56.497,16.828,36.84,12.751,27.972,0,Agtron 65
11.272,35.332,25.596,56.625,16.832,36.522,12.764,27.706,0,Agtron 65
11.046,34.799,25.573,56.51,16.842,36.473,12.761,27.672,0,Agtron 65
11.129,34.811,25.895,56.665,16.983,36.48,12.874,27.706,0,Agtron 65
10.779,34.034,25.4,56.955,16.864,36.951,12.788,27.987,0,Agtron 65
11.34,35.813,25.51,56.194,16.672,35.875,12.691,27.343,0,Agtron 65
11.473,35.977,25.22,56.09,16.782,36.466,12.775,27.752,0,Agtron 65
11.346,35.84,25.561,56.422,16.902,36.407,12.879,27.731,0,Agtron 65
11.564,36.283,25.335,56.227,16.667,36.194,12.676,27.533,0,Agtron 65
12.417,39.397,26.708,58.141,17.301,37.334,13.036,28.246,0,Agtron 65
12.282,39.134,25.655,56.618,16.491,36.103,12.452,27.368,0,Agtron 65
11.75,37.63,25.994,57.287,16.6,36.244,12.591,27.644,0,Agtron 65
11.875,38.0,26.317,57.855,16.839,36.746,12.734,27.903,0,Agtron 65
11.691,37.672,26.107,57.912,16.65,36.431,12.531,27.514,0,Agtron 65
11.713,38.272,25.535,56.9,16.17,35.665,12.196,27.004,0,Agtron 65
11.982,38.782,26.399,58.083,16.757,36.565,12.593,27.591,0,Agtron 65
12.109,38.905,26.136,57.481,16.738,36.316,12.661,27.622,0,Agtron 65
12.092,39.205,25.876,57.189,16.73,36.426,12.648,27.648,0,Agtron 65
11.687,37.747,26.262,57.744,16.969,36.756,12.824,27.873,0,Agtron 65
10.943,35.164,25.245,56.9,16.802,36.863,12.723,27.906,0,Agtron 65
11.247,35.922,25.795,57.375,16.975,36.731,12.887,27.951,0,Agtron 65
10.879,34.545,25.434,56.881,16.899,37.04,12.823,28.1,0,Agtron 65
11.019,34.056,25.899,58.308,17.707,39.16,13.392,29.671,0,Agtron 75
11.555,35.825,25.647,58.28,17.821,39.739,13.48,30.107,0,Agtron 75
11.932,37.372,25.989,58.588,17.44,38.574,13.122,29.112,0,Agtron 75
11.538,35.961,25.729,58.378,17.518,38.947,13.22,29.5,0,Agtron 75
11.42,35.215,25.831,58.467,17.092,38.145,12.873,28.851,0,Agtron 75
11.472,35.469,25.232,57.69,17.188,38.778,12.987,29.406,0,Agtron 75
11.079,34.383,25.205,57.73,16.983,38.124,12.841,28.94,0,Agtron 75
11.291,34.685,25.576,57.889,17.428,39.083,13.165,29.654,0,Agtron 75
11.152,34.596,25.836,58.363,17.103,38.265,12.827,28.801,0,Agtron 75
10.451,32.362,25.274,57.454,17.203,38.85,13.012,29.429,0,Agtron 75
10.819,33.301,25.724,57.976,17.523,39.255,13.25,29.725,0,Agtron 75
10.57,32.681,26.702,58.683,17.649,38.868,13.238,29.316,0,Agtron 75
17.862,47.261,24.532,52.385,11.302,26.084,9.162,21.713,1,Agtron 25
10.452,35.257,28.681,60.17,11.442,26.14,8.899,21.233,1,Agtron 25
16.691,45.449,24.647,53.281,11.142,25.907,9.018,21.543,1,Agtron 25
10.711,35.702,29.393,60.75,11.758,26.498,9.125,21.526,1,Agtron 25
17.126,46.298,24.784,53.284,11.122,25.93,8.998,21.564,1,Agtron 25
10.238,34.795,29.132,60.406,11.631,26.313,9.033,21.355,1,Agtron 25
16.862,45.924,25.313,53.642,11.375,26.135,9.173,21.709,1,Agtron 25
10.53,35.325,29.396,60.9,11.677,26.417,9.073,21.474,1,Agtron 25
17.16,46.095,25.451,53.911,11.652,26.427,9.457,22.071,1,Agtron 25
10.469,35.174,28.855,59.596,11.944,26.702,9.296,21.693,1,Agtron 25
17.487,46.884,25.008,53.454,11.413,26.165,9.26,21.869,1,Agtron 25
10.366,35.028,28.23,59.102,11.518,26.278,8.982,21.383,1,Agtron 25
17.303,46.575,23.917,52.221,10.949,25.554,8.897,21.335,1,Agtron 25
10.632,35.589,28.745,59.565,11.828,26.531,9.233,21.642,1,Agtron 25
17.321,46.544,24.2,52.603,11.069,25.835,8.976,21.541,1,Agtron 25
10.377,34.863,29.167,60.233,12.007,26.861,9.352,21.855,1,Agtron 25
18.185,47.736,24.136,52.443,10.929,25.553,8.86,21.286,1,Agtron 25
10.961,36.333,29.246,60.544,11.844,26.555,9.195,21.599,1,Agtron 25
17.308,46.438,24.322,52.513,11.411,26.319,9.248,21.948,1,Agtron 25
10.864,36.065,28.662,59.667,11.792,26.587,9.166,21.594,1,Agtron 25
17.719,46.989,24.035,52.135,11.413,26.401,9.284,22.025,1,Agtron 25
10.627,35.599,28.292,59.227,11.688,26.585,9.12,21.605,1,Agtron 25
17.178,46.312,24.022,52.478,10.872,25.633,8.797,21.296,1,Agtron 25
10.726,35.708,28.644,59.828,11.621,26.422,9.025,21.423,1,Agtron 25
8.802,31.683,33.241,66.661,13.554,29.329,9.994,22.851,1,Agtron 35
9.055,32.108,34.511,69.135,14.101,30.187,10.283,23.36,1,Agtron 35
8.53,31.436,32.722,66.691,13.195,28.882,9.697,22.492,1,Agtron 35
8.485,30.915,33.643,68.68,13.625,29.758,9.944,23.051,1,Agtron 35
8.455,31.092,32.588,66.361,13.313,29.198,9.807,22.741,1,Agtron 35
8.44,30.886,33.077,68.102,13.481,29.66,9.843,22.988,1,Agtron 35
8.684,31.226,29.868,61.407,13.235,28.757,10.018,22.678,1,Agtron 35
9.299,31.969,31.092,63.573,13.894,29.779,10.437,23.326,1,Agtron 35
10.854,35.784,34.172,67.92,14.421,30.403,10.627,23.577,1,Agtron 35
10.071,34.971,33.156,66.748,13.702,29.178,10.261,22.87,1,Agtron 35
10.465,35.51,33.736,67.768,14.274,30.134,10.567,23.441,1,Agtron 35
10.523,35.755,32.597,65.34,13.951,29.52,10.434,23.114,1,Agtron 35
10.774,36.058,33.809,67.935,14.38,30.328,10.623,23.528,1,Agtron 35
10.545,35.855,32.965,65.912,13.815,29.289,10.288,22.912,1,Agtron 35
10.417,35.271,33.323,67.546,14.034,30.028,10.361,23.339,1,Agtron 35
10.443,35.584,33.582,66.545,14.193,29.703,10.559,23.195,1,Agtron 35
10.386,35.322,33.815,67.793,14.382,30.372,10.649,23.661,1,Agtron 35
10.152,34.851,33.026,66.296,13.967,29.61,10.426,23.167,1,Agtron 35
10.339,35.206,33.799,67.903,14.577,30.803,10.788,23.959,1,Agtron 35
10.306,35.402,32.952,66.295,13.68,29.208,10.177,22.824,1,Agtron 35
10.363,35.231,34.678,68.955,14.511,30.354,10.683,23.511,1,Agtron 35
10.511,35.733,33.319,66.395,14.079,29.797,10.49,23.287,1,Agtron 35
10.413,35.609,33.902,67.935,14.518,30.581,10.727,23.713,1,Agtron 35
10.078,34.943,33.195,66.265,13.965,29.404,10.444,23.073,1,Agtron 35
10.474,35.602,34.549,68.477,14.763,30.802,10.923,23.964,1,Agtron 35
10.254,35.471,33.069,66.267,13.951,29.564,10.395,23.093,1,Agtron 35
9.347,31.78,36.572,72.607,14.961,32.363,10.722,24.554,1,Agtron 45
9.496,32.189,37.202,73.082,15.116,32.312,10.818,24.489,1,Agtron 45
9.416,31.951,36.726,72.74,14.767,31.816,10.589,24.174,1,Agtron 45
9.33,31.814,37.227,72.879,15.455,32.884,11.084,24.901,1,Agtron 45
9.204,31.556,36.522,72.576,14.906,32.275,10.712,24.56,1,Agtron 45
9.149,31.575,36.898,73.017,15.064,32.375,10.775,24.515,1,Agtron 45
8.951,31.167,35.627,71.923,14.365,31.511,10.29,23.92,1,Agtron 45
9.176,31.588,37.268,73.419,15.038,32.242,10.716,24.38,1,Agtron 45
9.04,31.368,35.834,71.917,14.554,31.756,10.433,24.134,1,Agtron 45
8.997,30.246,35.228,69.158,15.791,32.949,11.63,25.37,1,Agtron 45
8.912,30.186,33.588,67.389,15.253,32.58,11.308,25.211,1,Agtron 45
8.759,29.778,33.939,68.226,15.024,32.03,11.056,24.641,1,Agtron 45
9.504,31.766,36.99,73.017,16.164,34.283,11.634,25.954,1,Agtron 55
9.547,31.502,39.667,74.998,17.531,35.799,12.599,27.058,1,Agtron 55
9.492,30.958,35.102,69.092,16.771,34.833,12.384,26.799,1,Agtron 55
9.384,30.966,34.472,68.453,16.122,33.966,11.873,26.106,1,Agtron 55
9.32,30.738,34.31,68.561,16.14,34.159,11.9,26.269,1,Agtron 55
9.246,30.765,34.743,69.267,15.917,33.685,11.673,25.779,1,Agtron 55
9.272,30.601,34.636,68.883,16.402,34.453,12.106,26.496,1,Agtron 55
9.335,31.507,37.576,73.319,16.689,35.082,12.015,26.549,1,Agtron 55
9.123,31.053,36.738,73.156,16.089,34.19,11.545,25.808,1,Agtron 55
9.207,31.451,36.796,73.062,15.764,33.724,11.269,25.438,1,Agtron 55
9.121,31.23,36.883,73.433,16.01,34.092,11.453,25.675,1,Agtron 55
8.962,30.524,37.99,73.87,16.85,35.073,12.095,26.468,1,Agtron 55
8.985,30.752,37.43,73.67,16.537,34.831,11.883,26.361,1,Agtron 55
8.988,30.888,37.364,73.446,16.335,34.472,11.72,26.059,1,Agtron 55
8.829,30.65,35.9,72.618,15.677,33.824,11.282,25.603,1,Agtron 55
8.871,30.651,37.283,73.612,16.218,34.27,11.625,25.847,1,Agtron 55
8.816,30.602,35.628,72.547,15.514,33.755,11.152,25.523,1,Agtron 55
8.63,30.152,36.853,73.625,15.765,33.763,11.296,25.504,1,Agtron 55
8.617,29.928,36.527,73.177,16.104,34.338,11.593,25.987,1,Agtron 55
8.576,29.905,37.272,73.941,16.169,34.393,11.575,25.935,1,Agtron 55
9.117,30.824,35.215,71.22,17.594,37.878,12.953,28.801,1,Agtron 65
9.217,30.7,36.662,72.326,18.296,38.489,13.452,29.255,1,Agtron 65
9.191,30.395,37.07,72.509,18.841,39.118,13.881,29.744,1,Agtron 65
9.122,30.443,37.578,73.328,18.789,39.075,13.793,29.662,1,Agtron 65
9.235,30.739,36.281,71.941,18.33,38.667,13.523,29.48,1,Agtron 65
9.239,30.739,36.558,72.292,18.253,38.522,13.428,29.3,1,Agtron 65
9.341,30.763,37.741,73.372,18.809,38.922,13.778,29.52,1,Agtron 65
9.091,30.336,36.954,72.721,18.462,38.638,13.578,29.39,1,Agtron 65
9.119,30.39,36.618,72.205,18.599,39.025,13.71,29.726,1,Agtron 65
9.138,30.538,36.239,72.053,18.043,38.328,13.248,29.111,1,Agtron 65
9.021,30.412,35.739,71.648,17.924,38.187,13.195,29.082,1,Agtron 65
9.158,30.571,36.25,72.152,18.05,38.235,13.268,29.08,1,Agtron 65
