24.312,56.533,16.935,35.593,11.505,25.238,9.508,20.989,0,Agtron 25
20.571,51.42,16.123,34.722,11.161,24.705,9.326,20.725,0,Agtron 25
21.929,53.833,16.504,34.831,11.474,24.709,9.605,20.876,0,Agtron 25
23.119,55.003,16.398,34.663,11.54,24.921,9.677,21.105,0,Agtron 25
23.216,55.498,16.223,34.491,11.461,25.074,9.648,21.344,0,Agtron 25
28.664,58.507,15.623,32.196,10.816,24.007,9.206,20.85,0,Agtron 25
26.33,56.771,14.434,31.047,10.341,23.012,8.86,19.898,0,Agtron 25
27.515,57.733,14.276,30.265,10.311,22.763,8.854,19.712,0,Agtron 25
26.536,56.588,15.042,32.208,10.639,23.281,9.084,20.122,0,Agtron 25
27.49,58.136,14.963,31.61,10.806,24.011,9.221,20.636,0,Agtron 25
26.357,57.145,15.284,32.189,11.012,24.288,9.397,21.0,0,Agtron 25
25.26,55.56,14.397,31.207,10.129,22.553,8.662,19.522,0,Agtron 25
26.212,56.793,15.01,31.845,10.445,23.043,8.917,20.02,0,Agtron 25
17.186,48.297,20.159,42.103,13.37,28.314,10.805,23.23,0,Agtron 35
17.259,48.06,20.418,42.746,13.331,28.427,10.754,23.297,0,Agtron 35
15.972,46.494,19.701,42.484,12.544,27.392,10.132,22.475,0,Agtron 35
16.043,46.261,20.028,42.948,12.887,27.89,10.379,22.78,0,Agtron 35
16.299,46.555,19.904,42.121,12.783,27.647,10.298,22.579,0,Agtron 35
16.06,45.983,21.532,45.438,13.646,29.422,10.816,23.732,0,Agtron 35
15.62,45.664,21.201,45.419,13.412,28.988,10.646,23.32,0,Agtron 35
15.507,45.279,21.68,46.222,13.823,29.618,10.95,23.808,0,Agtron 35
14.886,44.199,21.605,46.485,13.554,29.345,10.731,23.597,0,Agtron 35
14.961,44.214,21.33,45.926,13.433,29.056,10.64,23.259,0,Agtron 35
15.116,44.879,21.494,46.233,13.59,29.216,10.803,23.579,0,Agtron 35
13.694,41.61,24.255,52.002,15.392,32.44,11.912,25.272,0,Agtron 45
13.912,41.508,24.531,51.716,15.424,32.266,11.922,25.106,0,Agtron 45
13.477,41.111,24.946,52.881,15.737,32.932,12.106,25.503,0,Agtron 45
13.406,40.325,24.989,52.524,15.596,32.467,12.074,25.356,0,Agtron 45
13.094,40.092,24.911,52.676,15.755,32.721,12.166,25.434,0,Agtron 45
13.307,40.236,24.389,52.105,15.485,32.753,11.972,25.518,0,Agtron 45
12.534,39.363,24.602,52.626,15.908,33.533,12.254,25.969,0,Agtron 45
13.18,40.835,24.316,51.967,15.718,33.493,12.137,26.026,0,Agtron 45
12.541,39.479,24.405,52.333,15.252,32.707,11.698,25.277,0,Agtron 45
12.466,39.605,24.904,53.033,15.213,32.502,11.602,24.963,0,Agtron 45
12.518,39.096,26.622,56.144,17.525,36.585,13.316,28.098,0,Agtron 55
12.489,39.077,26.215,55.519,17.176,35.976,13.081,27.73,0,Agtron 55
12.315,38.868,25.946,55.578,17.089,36.143,13.013,27.815,0,Agtron 55
12.305,38.214,25.831,55.2,17.0,35.901,12.989,27.754,0,Agtron 55
12.773,39.94,26.438,55.83,17.588,36.7,13.433,28.394,0,Agtron 55
11.846,37.042,26.171,55.519,17.477,36.484,13.368,28.168,0,Agtron 55
12.27,37.499,26.508,55.83,17.903,37.059,13.669,28.566,0,Agtron 55
12.637,38.557,26.773,55.654,18.061,37.162,13.832,28.746,0,Agtron 55
12.294,37.627,26.892,56.548,18.164,37.608,13.883,28.985,0,Agtron 55
12.815,38.031,27.76,58.555,19.151,39.464,14.587,30.296,0,Agtron 65
12.752,37.547,27.657,57.841,19.374,39.627,14.872,30.617,0,Agtron 65
11.259,34.522,26.213,56.814,17.922,38.676,13.684,29.746,0,Agtron 65
11.539,35.596,26.213,56.973,18.02,38.528,13.779,29.644,0,Agtron 65
11.326,35.092,26.123,56.804,17.998,38.398,13.761,29.585,0,Agtron 65
11.408,35.109,26.414,56.938,18.09,38.322,13.831,29.536,0,Agtron 65
11.044,34.296,26.042,57.303,18.085,38.985,13.83,29.956,0,Agtron 65
11.635,36.093,26.042,56.476,17.831,37.828,13.7,29.296,0,Agtron 65
11.792,36.298,25.766,56.384,17.951,38.407,13.789,29.687,0,Agtron 65
11.652,36.124,26.118,56.716,18.093,38.383,13.913,29.699,0,Agtron 65
11.889,36.61,25.902,56.53,17.865,38.206,13.713,29.527,0,Agtron 65
12.85,39.834,27.328,58.454,18.617,39.446,14.176,30.361,0,Agtron 65
12.711,39.586,26.134,56.857,17.646,38.015,13.467,29.339,0,Agtron 65
12.21,38.124,26.542,57.563,17.85,38.305,13.686,29.738,0,Agtron 65
12.314,38.457,26.878,58.133,18.115,38.807,13.853,30.019,0,Agtron 65
12.122,38.133,26.655,58.189,17.887,38.467,13.611,29.592,0,Agtron 65
12.14,38.734,26.054,57.17,17.378,37.7,13.254,29.091,0,Agtron 65
12.353,39.144,26.974,58.378,17.988,38.595,13.662,29.642,0,Agtron 65
12.553,39.344,26.687,57.756,18.042,38.439,13.811,29.816,0,Agtron 65
12.512,39.631,26.444,57.484,18.017,38.535,13.775,29.797,0,Agtron 65
12.068,38.131,26.803,58.014,18.191,38.737,13.894,29.897,0,Agtron 65
11.25,35.485,25.772,57.175,17.941,38.719,13.717,29.797,0,Agtron 65
11.568,36.22,26.339,57.647,18.197,38.704,13.96,29.975,0,Agtron 65
11.164,34.83,25.965,57.154,18.024,38.865,13.803,29.949,0,Agtron 65
11.414,34.386,26.844,58.815,19.473,41.845,14.909,32.312,0,Agtron 75
