24.074,56.358,16.744,35.439,10.909,23.586,8.887,20.202,129.27,3.115,128.319,2.542,8.979,19.436,0,Agtron 25
20.32,51.206,15.926,34.543,10.541,22.931,8.667,19.809,129.091,2.778,128.376,2.63,8.774,19.075,0,Agtron 25
21.698,53.656,16.323,34.667,10.877,23.022,8.987,20.048,129.17,2.822,128.362,2.271,9.072,19.303,0,Agtron 25
22.857,54.821,16.211,34.504,10.863,23.049,8.963,20.056,129.163,2.817,128.341,2.344,9.066,19.316,0,Agtron 25
22.908,55.293,16.025,34.332,10.683,22.949,8.81,20.012,129.129,2.817,128.36,2.255,8.939,19.277,0,Agtron 25
28.231,58.26,15.441,32.037,9.974,21.595,8.189,19.153,128.979,2.583,127.932,1.898,8.433,18.516,0,Agtron 25
26.065,56.625,14.261,30.876,9.637,20.872,7.986,18.442,128.862,2.391,128.091,1.953,8.217,17.852,0,Agtron 25
27.25,57.587,14.11,30.09,9.656,20.74,8.018,18.381,128.846,2.322,128.031,1.937,8.258,17.806,0,Agtron 25
26.282,56.447,14.869,32.043,9.978,21.302,8.267,18.896,128.888,2.409,128.087,2.075,8.484,18.252,0,Agtron 25
27.188,57.971,14.796,31.457,10.104,21.994,8.362,19.385,128.925,2.471,128.135,2.331,8.577,18.685,0,Agtron 25
26.073,56.999,15.111,32.045,10.252,22.16,8.507,19.638,128.954,2.453,128.169,2.306,8.697,18.911,0,Agtron 25
25.017,55.422,14.235,31.046,9.479,20.528,7.833,18.16,128.844,2.318,128.093,1.909,8.071,17.603,0,Agtron 25
25.979,56.673,14.839,31.694,9.751,20.954,8.055,18.62,128.896,2.361,128.078,1.867,8.281,18.016,0,Agtron 25
16.9,48.051,19.988,42.01,12.641,26.62,10.225,22.588,129.476,3.444,128.975,3.256,10.142,21.516,0,Agtron 35
16.961,47.798,20.238,42.65,12.573,26.664,10.135,22.59,129.48,3.458,128.977,3.392,10.064,21.514,0,Agtron 35
15.697,46.243,19.503,42.353,11.793,25.538,9.479,21.612,129.372,3.362,128.948,3.225,9.453,20.631,0,Agtron 35
15.766,46.001,19.824,42.818,12.13,26.059,9.748,21.983,129.423,3.445,128.991,3.385,9.696,20.96,0,Agtron 35
16.029,46.304,19.714,41.997,12.065,25.894,9.699,21.833,129.427,3.416,128.919,3.238,9.651,20.835,0,Agtron 35
15.735,45.665,21.331,45.331,12.853,27.659,10.205,23.063,129.598,3.801,129.128,3.757,10.095,21.901,0,Agtron 35
15.355,45.395,21.0,45.305,12.683,27.318,10.087,22.752,129.552,3.762,129.176,3.729,9.989,21.624,0,Agtron 35
15.228,45.0,21.478,46.114,13.062,27.933,10.397,23.266,129.599,3.845,129.24,3.906,10.261,22.072,0,Agtron 35
14.593,43.89,21.399,46.374,12.776,27.596,10.147,22.954,129.571,3.783,129.226,3.875,10.026,21.794,0,Agtron 35
14.719,43.962,21.133,45.812,12.748,27.483,10.124,22.822,129.544,3.786,129.216,3.858,10.025,21.669,0,Agtron 35
14.841,44.605,21.305,46.132,12.866,27.593,10.263,23.08,129.551,3.769,129.234,3.793,10.146,21.906,0,Agtron 35
13.513,41.422,24.055,51.908,14.782,31.234,11.746,25.558,129.828,4.251,129.844,5.368,11.365,24.014,0,Agtron 45
13.725,41.295,24.336,51.619,14.853,31.125,11.771,25.455,129.856,4.258,129.758,5.291,11.415,23.934,0,Agtron 45
13.307,40.922,24.747,52.79,15.164,31.813,12.009,25.937,129.911,4.364,129.912,5.519,11.599,24.353,0,Agtron 45
13.216,40.116,24.795,52.441,14.987,31.273,11.883,25.646,129.848,4.249,129.81,5.315,11.528,24.107,0,Agtron 45
12.933,39.912,24.718,52.588,15.191,31.611,12.068,25.868,129.883,4.299,129.871,5.424,11.666,24.298,0,Agtron 45
13.12,40.035,24.188,52.015,14.876,31.57,11.804,25.844,129.837,4.271,129.79,5.412,11.426,24.274,0,Agtron 45
12.353,39.153,24.35,52.487,15.282,32.32,12.146,26.386,129.898,4.366,129.932,5.557,11.706,24.749,0,Agtron 45
12.99,40.632,24.05,51.822,15.056,32.207,11.964,26.351,129.868,4.314,129.872,5.541,11.554,24.726,0,Agtron 45
12.362,39.279,24.142,52.172,14.633,31.453,11.554,25.593,129.873,4.322,129.832,5.417,11.158,24.031,0,Agtron 45
12.323,39.447,24.633,52.868,14.634,31.302,11.488,25.339,129.919,4.392,129.862,5.457,11.106,23.804,0,Agtron 45
12.303,38.873,26.259,55.966,16.678,35.103,13.179,28.5,130.144,4.751,130.357,6.59,12.578,26.602,0,Agtron 55
12.256,38.823,25.849,55.338,16.288,34.395,12.855,27.948,130.112,4.702,130.248,6.362,12.303,26.124,0,Agtron 55
12.089,38.638,25.586,55.397,16.194,34.559,12.782,28.045,130.082,4.719,130.275,6.445,12.226,26.194,0,Agtron 55
