coffee_H_mean,coffee_H_std,coffee_S_mean,coffee_S_std,coffee_V_mean,coffee_V_std,coffee_L_mean,coffee_L_std,coffee_A_mean,coffee_A_std,coffee_Bl_mean,coffee_Bl_std,coffee_grey_mean,coffee_grey_std,flash,agtron
24.875,57.085,16.669,34.149,12.157,26.59,10.077,23.317,129.335,3.345,128.387,2.741,10.107,22.311,0,Agtron 25
20.74,51.522,15.823,33.137,11.869,26.201,9.94,23.219,129.154,3.045,128.444,2.83,9.98,22.213,0,Agtron 25
22.092,53.944,16.151,33.065,12.106,25.979,10.165,23.088,129.232,3.081,128.431,2.5,10.187,22.098,0,Agtron 25
23.362,55.176,16.073,32.959,12.233,26.329,10.288,23.514,129.226,3.071,128.41,2.555,10.321,22.492,0,Agtron 25
23.461,55.686,15.862,32.675,12.093,26.318,10.175,23.571,129.192,3.073,128.423,2.468,10.232,22.545,0,Agtron 25
29.21,58.876,15.201,30.256,11.338,25.037,9.5,22.727,129.047,2.855,127.962,2.127,9.687,21.783,0,Agtron 25
26.589,56.868,14.092,29.336,10.963,24.383,9.269,22.129,128.925,2.67,128.144,2.188,9.441,21.222,0,Agtron 25
27.808,57.851,13.928,28.561,10.882,24.02,9.195,21.771,128.909,2.606,128.08,2.173,9.386,20.907,0,Agtron 25
26.815,56.721,14.651,30.389,11.175,24.377,9.416,22.074,128.949,2.669,128.138,2.303,9.584,21.163,0,Agtron 25
27.816,58.302,14.593,29.889,11.364,25.139,9.58,22.693,128.985,2.728,128.18,2.508,9.741,21.72,0,Agtron 25
26.645,57.28,14.902,30.392,11.586,25.399,9.807,23.109,129.012,2.68,128.217,2.485,9.938,22.097,0,Agtron 25
25.531,55.673,14.049,29.466,10.689,23.792,9.0,21.585,128.902,2.58,128.142,2.13,9.188,20.733,0,Agtron 25
26.507,56.951,14.632,29.996,10.992,24.154,9.257,21.995,128.953,2.6,128.128,2.094,9.431,21.103,0,Agtron 25
