coffee_H_mean,coffee_H_std,coffee_S_mean,coffee_S_std,coffee_V_mean,coffee_V_std,coffee_L_mean,coffee_L_std,coffee_A_mean,coffee_A_std,coffee_Bl_mean,coffee_Bl_std,coffee_grey_mean,coffee_grey_std,flash,agtron
24.508,56.852,16.436,34.033,11.181,24.033,9.127,20.498,129.304,3.217,128.347,2.614,9.211,19.721,0,Agtron 25
20.32,51.213,15.595,33.026,10.815,23.405,8.906,20.106,129.127,2.901,128.408,2.718,9.005,19.359,0,Agtron 25
21.721,53.698,15.932,32.927,11.129,23.36,9.21,20.226,129.204,2.922,128.391,2.353,9.288,19.479,0,Agtron 25
22.972,54.938,15.854,32.843,11.194,23.593,9.268,20.503,129.198,2.921,128.371,2.42,9.361,19.734,0,Agtron 25
23.056,55.431,15.671,32.584,11.123,23.769,9.223,20.782,129.166,2.936,128.393,2.344,9.335,19.989,0,Agtron 25
28.689,58.583,15.05,30.177,10.476,22.612,8.663,20.194,129.018,2.684,127.95,1.996,8.899,19.474,0,Agtron 25
26.202,56.679,13.911,29.236,9.961,21.476,8.281,18.974,128.899,2.489,128.114,2.046,8.512,18.351,0,Agtron 25
27.422,57.657,13.756,28.462,9.939,21.243,8.27,18.787,128.882,2.418,128.051,2.03,8.515,18.194,0,Agtron 25
26.446,56.529,14.482,30.299,10.277,21.786,8.535,19.294,128.924,2.497,128.11,2.169,8.755,18.632,0,Agtron 25
27.4,58.088,14.43,29.814,10.437,22.564,8.669,19.91,128.959,2.552,128.155,2.405,8.884,19.178,0,Agtron 25
26.26,57.087,14.751,30.341,10.647,22.847,8.878,20.325,128.988,2.522,128.193,2.389,9.063,19.551,0,Agtron 25
25.17,55.49,13.881,29.388,9.747,20.999,8.07,18.545,128.879,2.409,128.113,1.995,8.314,17.971,0,Agtron 25
26.166,56.788,14.467,29.922,10.058,21.45,8.335,19.059,128.929,2.435,128.099,1.961,8.563,18.431,0,Agtron 25
16.839,47.887,19.688,40.543,13.076,27.346,10.637,23.309,129.508,3.549,129.01,3.309,10.531,22.183,0,Agtron 35
16.959,47.716,19.951,41.221,13.025,27.422,10.564,23.356,129.512,3.562,129.015,3.447,10.471,22.222,0,Agtron 35
15.596,46.013,19.231,40.934,12.252,26.403,9.91,22.457,129.406,3.477,128.99,3.314,9.86,21.409,0,Agtron 35
15.639,45.727,19.573,41.46,12.581,26.875,10.169,22.766,129.458,3.557,129.034,3.471,10.094,21.683,0,Agtron 35
16.015,46.211,19.445,40.581,12.478,26.639,10.082,22.532,129.464,3.53,128.957,3.315,10.014,21.482,0,Agtron 35
15.832,45.724,21.105,43.963,13.329,28.429,10.646,23.814,129.639,3.906,129.174,3.84,10.512,22.597,0,Agtron 35
15.295,45.235,20.777,44.005,13.116,28.04,10.484,23.42,129.591,3.867,129.222,3.81,10.364,22.244,0,Agtron 35
15.195,44.868,21.265,44.816,13.517,28.644,10.816,23.933,129.639,3.949,129.287,3.987,10.657,22.692,0,Agtron 35
14.499,43.642,21.192,45.09,13.25,28.372,10.589,23.711,129.611,3.886,129.275,3.96,10.443,22.496,0,Agtron 35
14.585,43.689,20.901,44.519,13.142,28.124,10.483,23.39,129.58,3.887,129.261,3.938,10.363,22.196,0,Agtron 35
14.78,44.414,21.089,44.832,13.312,28.301,10.677,23.759,129.588,3.869,129.279,3.868,10.536,22.537,0,Agtron 35
13.454,41.219,23.934,50.892,15.164,31.719,12.097,25.98,129.862,4.317,129.904,5.45,11.691,24.41,0,Agtron 45
13.655,41.079,24.187,50.525,15.216,31.569,12.098,25.819,129.893,4.327,129.818,5.376,11.721,24.275,0,Agtron 45
13.235,40.696,24.618,51.736,15.536,32.26,12.347,26.303,129.946,4.431,129.975,5.601,11.911,24.695,0,Agtron 45
13.117,39.821,24.628,51.283,15.373,31.739,12.235,26.041,129.883,4.318,129.873,5.399,11.856,24.476,0,Agtron 45
12.839,39.643,24.577,51.508,15.546,32.024,12.388,26.198,129.917,4.364,129.932,5.504,11.964,24.607,0,Agtron 45
13.027,39.75,24.054,50.906,15.256,32.021,12.149,26.22,129.872,4.335,129.854,5.502,11.746,24.625,0,Agtron 45
12.281,38.916,24.27,51.472,15.66,32.784,12.479,26.732,129.933,4.43,130.004,5.674,12.014,25.071,0,Agtron 45
12.913,40.398,23.977,50.796,15.461,32.732,12.321,26.758,129.904,4.38,129.948,5.663,11.885,25.104,0,Agtron 45
12.338,39.135,24.046,51.132,15.02,31.984,11.896,26.017,129.909,4.386,129.902,5.539,11.478,24.427,0,Agtron 45
12.25,39.231,24.544,51.822,14.994,31.785,11.799,25.684,129.957,4.457,129.935,5.583,11.397,24.126,0,Agtron 45
12.317,38.747,26.382,55.239,17.257,35.818,13.696,29.137,130.189,4.819,130.461,6.736,13.056,27.189,0,Agtron 55
12.265,38.676,25.976,54.593,16.922,35.219,13.426,28.714,130.159,4.773,130.352,6.514,12.832,26.831,0,Agtron 55
12.092,38.467,25.705,54.638,16.828,35.379,13.355,28.815,130.127,4.79,130.378,6.593,12.757,26.905,0,Agtron 55
12.061,37.781,25.582,54.275,16.727,35.124,13.32,28.736,130.081,4.678,130.316,6.529,12.726,26.843,0,Agtron 55
12.516,39.502,26.209,54.925,17.329,35.941,13.813,29.457,130.174,4.784,130.439,6.643,13.181,27.5,0,Agtron 55
