coffee_H_mean,coffee_H_std,coffee_S_mean,coffee_S_std,coffee_V_mean,coffee_V_std,coffee_L_mean,coffee_L_std,coffee_A_mean,coffee_A_std,coffee_Bl_mean,coffee_Bl_std,coffee_grey_mean,coffee_grey_std,flash,agtron
24.72,56.993,16.579,34.112,11.75,25.551,9.677,22.15,129.325,3.311,128.372,2.692,9.728,21.233,0,Agtron 25
20.577,51.414,15.736,33.108,11.44,25.097,9.515,21.967,129.146,3.01,128.43,2.789,9.578,21.058,0,Agtron 25
21.943,53.852,16.062,33.014,11.715,24.951,9.781,21.96,129.223,3.033,128.415,2.44,9.825,21.059,0,Agtron 25
23.217,55.092,15.989,32.919,11.83,25.287,9.891,22.37,129.216,3.025,128.395,2.502,9.948,21.438,0,Agtron 25
23.319,55.6,15.797,32.645,11.747,25.428,9.834,22.594,129.184,3.036,128.413,2.421,9.91,21.645,0,Agtron 25
29.02,58.774,15.149,30.233,11.034,24.201,9.204,21.845,129.038,2.809,127.958,2.082,9.407,20.975,0,Agtron 25
26.455,56.806,14.031,29.303,10.612,23.388,8.923,21.057,128.916,2.614,128.135,2.141,9.115,20.24,0,Agtron 25
27.666,57.781,13.868,28.527,10.545,23.044,8.865,20.734,128.9,2.543,128.071,2.127,9.075,19.958,0,Agtron 25
26.684,56.654,14.597,30.362,10.863,23.492,9.11,21.132,128.941,2.613,128.13,2.262,9.296,20.3,0,Agtron 25
27.675,58.231,14.54,29.867,11.047,24.267,9.269,21.763,128.976,2.668,128.173,2.477,9.448,20.866,0,Agtron 25
26.509,57.213,14.858,30.381,11.267,24.552,9.491,22.183,129.005,2.634,128.211,2.457,9.64,21.245,0,Agtron 25
25.402,55.609,13.996,29.447,10.357,22.83,8.671,20.542,128.894,2.525,128.133,2.09,8.879,19.778,0,Agtron 25
26.386,56.895,14.58,29.975,10.671,23.245,8.94,21.014,128.945,2.547,128.12,2.054,9.132,20.203,0,Agtron 25
17.056,48.078,19.791,40.58,13.601,28.549,11.15,24.652,129.525,3.634,129.026,3.351,11.014,23.423,0,Agtron 35
17.208,47.949,20.063,41.259,13.578,28.689,11.102,24.759,129.532,3.654,129.032,3.493,10.977,23.518,0,Agtron 35
15.805,46.206,19.343,40.985,12.793,27.699,10.437,23.903,129.424,3.566,129.009,3.366,10.357,22.742,0,Agtron 35
15.863,45.939,19.69,41.507,13.148,28.198,10.721,24.25,129.477,3.645,129.055,3.523,10.614,23.052,0,Agtron 35
16.229,46.395,19.566,40.634,13.052,27.987,10.643,24.056,129.482,3.616,128.977,3.371,10.542,22.887,0,Agtron 35
16.095,45.97,21.21,43.985,13.929,29.718,11.24,25.335,129.655,3.969,129.191,3.883,11.071,24.006,0,Agtron 35
15.485,45.412,20.888,44.041,13.669,29.258,11.028,24.836,129.608,3.931,129.241,3.856,10.876,23.555,0,Agtron 35
15.413,45.067,21.378,44.843,14.116,29.919,11.409,25.435,129.655,4.011,129.307,4.032,11.214,24.085,0,Agtron 35
14.728,43.869,21.307,45.119,13.868,29.705,11.198,25.276,129.628,3.952,129.295,4.004,11.016,23.948,0,Agtron 35
14.778,43.867,21.017,44.557,13.706,29.362,11.036,24.836,129.596,3.949,129.282,3.986,10.884,23.536,0,Agtron 35
14.969,44.589,21.192,44.858,13.842,29.457,11.2,25.103,129.603,3.928,129.298,3.911,11.028,23.782,0,Agtron 35
13.587,41.349,24.036,50.903,15.614,32.586,12.534,26.991,129.876,4.366,129.925,5.481,12.103,25.357,0,Agtron 45
13.8,41.241,24.281,50.538,15.623,32.364,12.492,26.735,129.907,4.377,129.837,5.407,12.09,25.132,0,Agtron 45
13.361,40.837,24.71,51.744,15.927,33.012,12.723,27.163,129.961,4.482,129.995,5.629,12.265,25.501,0,Agtron 45
13.259,39.966,24.718,51.281,15.815,32.578,12.668,27.038,129.895,4.365,129.892,5.422,12.263,25.409,0,Agtron 45
12.957,39.773,24.676,51.52,15.948,32.802,12.775,27.08,129.932,4.417,129.952,5.533,12.327,25.434,0,Agtron 45
13.174,39.896,24.147,50.897,15.727,32.9,12.614,27.283,129.883,4.376,129.874,5.527,12.184,25.621,0,Agtron 45
