coffee_H_mean,coffee_H_std,coffee_S_mean,coffee_S_std,coffee_V_mean,coffee_V_std,coffee_L_mean,coffee_L_std,coffee_A_mean,coffee_A_std,coffee_Bl_mean,coffee_Bl_std,coffee_grey_mean,coffee_grey_std,flash,agtron
24.566,56.889,16.483,34.061,11.352,24.496,9.291,20.994,129.311,3.252,128.355,2.639,9.365,20.173,0,Agtron 25
20.389,51.266,15.639,33.055,11.001,23.916,9.086,20.663,129.133,2.939,128.415,2.74,9.174,19.865,0,Agtron 25
21.782,53.739,15.974,32.956,11.306,23.843,9.382,20.753,129.21,2.958,128.399,2.381,9.45,19.956,0,Agtron 25
23.041,54.981,15.893,32.866,11.383,24.102,9.453,21.064,129.204,2.957,128.378,2.444,9.535,20.243,0,Agtron 25
23.139,55.487,15.71,32.603,11.318,24.296,9.414,21.359,129.172,2.972,128.4,2.368,9.515,20.514,0,Agtron 25
28.789,58.641,15.082,30.196,10.656,23.127,8.837,20.732,129.025,2.726,127.953,2.026,9.062,19.961,0,Agtron 25
26.283,56.722,13.948,29.258,10.163,22.076,8.481,19.635,128.905,2.531,128.12,2.075,8.699,18.947,0,Agtron 25
27.494,57.694,13.79,28.483,10.128,21.81,8.456,19.405,128.888,2.458,128.057,2.063,8.69,18.751,0,Agtron 25
26.516,56.566,14.517,30.32,10.456,22.312,8.711,19.865,128.929,2.533,128.117,2.201,8.92,19.148,0,Agtron 25
27.49,58.137,14.467,29.838,10.632,23.116,8.862,20.514,128.964,2.59,128.161,2.433,9.065,19.725,0,Agtron 25
26.337,57.125,14.789,30.358,10.852,23.417,9.08,20.948,128.994,2.56,128.2,2.414,9.253,20.116,0,Agtron 25
25.24,55.528,13.917,29.411,9.933,21.567,8.253,19.164,128.884,2.448,128.119,2.028,8.485,18.528,0,Agtron 25
26.228,56.818,14.506,29.945,10.248,22.016,8.523,19.678,128.934,2.471,128.107,1.996,8.74,18.989,0,Agtron 25
16.901,47.943,19.723,40.557,13.235,27.714,10.791,23.714,129.513,3.578,129.016,3.325,10.676,22.555,0,Agtron 35
17.031,47.784,19.99,41.237,13.195,27.817,10.728,23.784,129.519,3.596,129.021,3.463,10.624,22.616,0,Agtron 35
15.66,46.073,19.269,40.954,12.414,26.798,10.067,22.89,129.412,3.508,128.997,3.333,10.008,21.807,0,Agtron 35
15.709,45.797,19.616,41.482,12.756,27.294,10.337,23.221,129.465,3.591,129.042,3.491,10.252,22.101,0,Agtron 35
