coffee_H_mean,coffee_H_std,coffee_S_mean,coffee_S_std,coffee_V_mean,coffee_V_std,coffee_L_mean,coffee_L_std,coffee_A_mean,coffee_A_std,coffee_Bl_mean,coffee_Bl_std,coffee_grey_mean,coffee_grey_std,flash,agtron
24.352,56.731,16.309,33.93,10.807,22.972,8.781,19.453,129.281,3.088,128.326,2.541,8.887,18.781,0,Agtron 25
20.159,51.062,15.466,32.908,10.445,22.305,8.566,19.05,129.103,2.753,128.386,2.635,8.687,18.41,0,Agtron 25
21.572,53.574,15.819,32.829,10.767,22.312,8.872,19.199,129.183,2.789,128.371,2.264,8.973,18.558,0,Agtron 25
22.796,54.81,15.734,32.755,10.748,22.333,8.843,19.212,129.176,2.78,128.349,2.34,8.964,18.574,0,Agtron 25
22.842,55.286,15.538,32.492,10.571,22.235,8.691,19.16,129.142,2.787,128.369,2.251,8.837,18.53,0,Agtron 25
28.389,58.415,14.933,30.106,9.871,20.852,8.072,18.302,128.997,2.547,127.934,1.889,8.345,17.779,0,Agtron 25
26.032,56.58,13.805,29.154,9.506,20.065,7.842,17.503,128.88,2.347,128.093,1.945,8.101,17.038,0,Agtron 25
27.252,57.56,13.656,28.378,9.521,19.928,7.868,17.435,128.864,2.272,128.032,1.931,8.14,16.992,0,Agtron 25
26.282,56.436,14.377,30.219,9.834,20.44,8.108,17.897,128.906,2.357,128.09,2.071,8.356,17.386,0,Agtron 25
27.201,57.98,14.332,29.754,9.961,21.191,8.206,18.443,128.941,2.42,128.137,2.329,8.451,17.865,0,Agtron 25
26.079,56.999,14.646,30.285,10.12,21.364,8.36,18.706,128.972,2.405,128.172,2.305,8.579,18.097,0,Agtron 25
25.024,55.405,13.783,29.305,9.343,19.708,7.682,17.221,128.861,2.261,128.094,1.899,7.952,16.794,0,Agtron 25
26.031,56.723,14.37,29.871,9.61,20.08,7.899,17.61,128.913,2.309,128.079,1.858,8.156,17.139,0,Agtron 25
16.659,47.723,19.572,40.493,12.599,26.213,10.182,22.106,129.485,3.423,128.99,3.263,10.105,21.085,0,Agtron 35
16.775,47.55,19.83,41.172,12.526,26.244,10.087,22.092,129.489,3.435,128.994,3.404,10.024,21.068,0,Agtron 35
15.414,45.833,19.087,40.846,11.747,25.13,9.431,21.122,129.381,3.344,128.964,3.24,9.412,20.193,0,Agtron 35
15.466,45.557,19.428,41.383,12.078,25.633,9.693,21.467,129.432,3.426,129.008,3.403,9.649,20.499,0,Agtron 35
15.831,46.025,19.305,40.495,12.004,25.464,9.635,21.304,129.439,3.404,128.933,3.247,9.595,20.365,0,Agtron 35
15.606,45.497,20.965,43.913,12.78,27.192,10.12,22.452,129.616,3.802,129.149,3.779,10.019,21.348,0,Agtron 35
15.105,45.026,20.634,43.938,12.62,26.887,10.016,22.189,129.566,3.759,129.197,3.749,9.925,21.116,0,Agtron 35
14.999,44.653,21.123,44.758,13.002,27.484,10.328,22.68,129.614,3.844,129.262,3.928,10.199,21.543,0,Agtron 35
14.298,43.417,21.048,45.034,12.718,27.16,10.083,22.396,129.586,3.778,129.249,3.897,9.969,21.291,0,Agtron 35
14.424,43.511,20.758,44.445,12.682,27.055,10.052,22.263,129.555,3.784,129.236,3.874,9.959,21.164,0,Agtron 35
14.584,44.209,20.953,44.78,12.796,27.142,10.185,22.492,129.565,3.768,129.255,3.81,10.075,21.376,0,Agtron 35
13.334,41.089,23.807,50.866,14.759,30.919,11.714,25.111,129.843,4.252,129.876,5.405,11.333,23.603,0,Agtron 45
13.531,40.932,24.059,50.493,14.829,30.797,11.736,24.992,129.873,4.261,129.79,5.328,11.381,23.509,0,Agtron 45
13.126,40.57,24.494,51.718,15.15,31.505,11.986,25.495,129.927,4.367,129.948,5.558,11.573,23.944,0,Agtron 45
12.99,39.671,24.503,51.265,14.967,30.935,11.852,25.169,129.864,4.253,129.847,5.357,11.497,23.667,0,Agtron 45
12.735,39.521,24.451,51.481,15.17,31.285,12.037,25.411,129.898,4.3,129.905,5.462,11.635,23.877,0,Agtron 45
12.905,39.611,23.927,50.886,14.855,31.236,11.771,25.367,129.854,4.277,129.827,5.456,11.392,23.833,0,Agtron 45
12.163,38.768,24.109,51.419,15.258,31.993,12.11,25.921,129.911,4.368,129.968,5.604,11.669,24.318,0,Agtron 45
12.796,40.264,23.805,50.733,15.043,31.91,11.937,25.909,129.883,4.317,129.91,5.592,11.526,24.316,0,Agtron 45
12.22,38.997,23.864,51.036,14.603,31.135,11.514,25.139,129.887,4.326,129.863,5.453,11.12,23.613,0,Agtron 45
12.154,39.12,24.361,51.728,14.61,30.981,11.452,24.878,129.934,4.394,129.895,5.498,11.073,23.381,0,Agtron 45
12.173,38.599,26.135,55.169,16.652,34.757,13.136,28.015,130.161,4.744,130.403,6.648,12.533,26.142,0,Agtron 55
12.096,38.487,25.725,54.522,16.269,34.052,12.819,27.466,130.129,4.692,130.295,6.425,12.264,25.667,0,Agtron 55
11.933,38.303,25.471,54.579,16.179,34.225,12.748,27.568,130.098,4.711,130.323,6.508,12.189,25.741,0,Agtron 55
11.895,37.605,25.331,54.195,16.08,33.959,12.718,27.497,130.052,4.6,130.258,6.435,12.162,25.686,0,Agtron 55
12.36,39.333,26.001,54.881,16.738,34.906,13.264,28.363,130.146,4.708,130.39,6.566,12.667,26.478,0,Agtron 55
11.512,36.525,25.66,54.477,16.65,34.722,13.234,28.217,130.058,4.585,130.383,6.579,12.634,26.331,0,Agtron 55
11.952,37.031,26.038,54.872,17.042,35.282,13.526,28.612,130.125,4.692,130.439,6.677,12.898,26.686,0,Agtron 55
12.322,38.123,26.275,54.65,17.189,35.366,13.683,28.796,130.119,4.615,130.462,6.699,13.053,26.854,0,Agtron 55
