coffee_H_mean,coffee_H_std,coffee_S_mean,coffee_S_std,coffee_V_mean,coffee_V_std,coffee_L_mean,coffee_L_std,coffee_A_mean,coffee_A_std,coffee_Bl_mean,coffee_Bl_std,coffee_grey_mean,coffee_grey_std,flash,agtron
24.637,56.938,16.53,34.089,11.541,25.001,9.473,21.543,129.318,3.284,128.363,2.664,9.537,20.675,0,Agtron 25
20.475,51.335,15.684,33.08,11.206,24.474,9.286,21.275,129.14,2.978,128.422,2.762,9.363,20.424,0,Agtron 25
21.857,53.79,16.018,32.986,11.508,24.39,9.579,21.351,129.216,2.997,128.407,2.409,9.635,20.501,0,Agtron 25
23.123,55.035,15.935,32.892,11.584,24.637,9.65,21.655,129.21,2.992,128.386,2.469,9.72,20.782,0,Agtron 25
23.227,55.543,15.753,32.626,11.526,24.849,9.617,21.962,129.178,3.006,128.407,2.394,9.706,21.064,0,Agtron 25
28.901,58.706,15.115,30.213,10.842,23.658,9.018,21.283,129.032,2.769,127.956,2.054,9.232,20.462,0,Agtron 25
26.369,56.766,13.988,29.281,10.376,22.705,8.69,20.315,128.911,2.574,128.127,2.108,8.896,19.563,0,Agtron 25
27.577,57.738,13.825,28.501,10.325,22.396,8.65,20.041,128.893,2.499,128.063,2.092,8.872,19.327,0,Agtron 25
26.598,56.61,14.556,30.339,10.654,22.888,8.905,20.488,128.935,2.572,128.123,2.229,9.103,19.713,0,Agtron 25
27.581,58.184,14.504,29.854,10.835,23.683,9.061,21.131,128.97,2.629,128.167,2.456,9.252,20.287,0,Agtron 25
26.422,57.169,14.825,30.371,11.062,23.995,9.288,21.577,129.0,2.599,128.206,2.437,9.448,20.689,0,Agtron 25
25.32,55.571,13.958,29.432,10.14,22.192,8.457,19.844,128.889,2.487,128.127,2.063,8.677,19.144,0,Agtron 25
26.308,56.858,14.547,29.963,10.467,22.658,8.739,20.374,128.94,2.513,128.114,2.03,8.942,19.62,0,Agtron 25
16.978,48.012,19.758,40.569,13.412,28.122,10.964,24.169,129.519,3.607,129.021,3.339,10.839,22.975,0,Agtron 35
17.116,47.864,20.028,41.25,13.379,28.239,10.907,24.251,129.526,3.627,129.027,3.478,10.793,23.047,0,Agtron 35
15.731,46.138,19.309,40.973,12.601,27.246,10.248,23.388,129.419,3.54,129.004,3.351,10.179,22.266,0,Agtron 35
15.781,45.864,19.654,41.495,12.941,27.727,10.517,23.705,129.472,3.621,129.049,3.507,10.421,22.548,0,Agtron 35
16.152,46.331,19.529,40.621,12.84,27.499,10.433,23.488,129.477,3.591,128.971,3.355,10.344,22.362,0,Agtron 35
16.004,45.885,21.179,43.981,13.729,29.29,11.04,24.826,129.65,3.95,129.186,3.87,10.883,23.533,0,Agtron 35
15.417,45.351,20.856,44.035,13.469,28.826,10.828,24.319,129.603,3.914,129.236,3.844,10.688,23.074,0,Agtron 35
15.334,44.997,21.343,44.837,13.897,29.461,11.189,24.882,129.65,3.993,129.301,4.019,11.007,23.57,0,Agtron 35
14.647,43.795,21.27,45.111,13.63,29.204,10.961,24.67,129.623,3.933,129.289,3.99,10.792,23.385,0,Agtron 35
14.709,43.809,20.979,44.548,13.486,28.89,10.818,24.268,129.591,3.931,129.275,3.97,10.678,23.008,0,Agtron 35
14.906,44.534,21.159,44.852,13.65,29.046,11.009,24.615,129.599,3.911,129.292,3.898,10.848,23.329,0,Agtron 35
13.538,41.301,24.004,50.9,15.454,32.278,12.377,26.628,129.872,4.35,129.919,5.471,11.955,25.016,0,Agtron 45
13.748,41.184,24.25,50.534,15.477,32.081,12.349,26.401,129.902,4.362,129.831,5.397,11.956,24.819,0,Agtron 45
13.315,40.787,24.68,51.743,15.786,32.742,12.586,26.848,129.956,4.466,129.989,5.62,12.136,25.204,0,Agtron 45
13.205,39.912,24.687,51.281,15.648,32.264,12.503,26.657,129.891,4.349,129.886,5.415,12.107,25.051,0,Agtron 45
12.914,39.728,24.645,51.52,15.805,32.527,12.635,26.758,129.928,4.402,129.945,5.524,12.195,25.131,0,Agtron 45
13.117,39.84,24.114,50.9,15.547,32.565,12.434,26.872,129.879,4.362,129.868,5.52,12.014,25.235,0,Agtron 45
12.371,39.014,24.356,51.492,15.963,33.349,12.77,27.381,129.943,4.459,130.023,5.705,12.288,25.679,0,Agtron 45
13.014,40.496,24.064,50.805,15.8,33.358,12.652,27.496,129.913,4.41,129.968,5.692,12.196,25.795,0,Agtron 45
12.423,39.229,24.145,51.176,15.3,32.539,12.161,26.628,129.92,4.415,129.924,5.585,11.726,24.998,0,Agtron 45
